accession	protein	descr	UF-a	UF-b	UF-c	YEL-a	YEL-b	YEL-c	cluster_number
gi|659918020|emb|CDP48619.1|	c278.a1.a1	gi|659918020|emb|CDP48619.1| Hypothetical protein PFCIRM129_04165 [Propionibacterium freudenreichii subsp. freudenreichii]	-1.34179135202426	0.761605974645765	-0.695988747463957	0.898373294308344	0.981589087041092	-0.603788256506982	5
gi|659918023|emb|CDP48622.1|	c235.a1.a1	gi|659918023|emb|CDP48622.1| Protein-export membrane protein secF [Propionibacterium freudenreichii subsp. freudenreichii]	1.07619547396263	0.625513683211285	0.928453363391906	-0.592327332417659	-1.30288281217976	-0.7349523759684	1
gi|659918024|emb|CDP48623.1|	c439.a1.a1	gi|659918024|emb|CDP48623.1| Protein-export membrane protein secD [Propionibacterium freudenreichii subsp. freudenreichii]	-0.821089018857098	-0.131545986540402	-1.44193896502787	0.33925313889286	1.05972242722355	0.995598404308956	5
gi|659918025|emb|CDP48624.1|	c191.a1.a1	gi|659918025|emb|CDP48624.1| Preprotein translocase subunit YajC [Propionibacterium freudenreichii subsp. freudenreichii]	1.84903964440494	-1.00207311585484	-0.00124184286232216	-0.743431778539675	-0.148556907214992	0.0462640000668724	3
gi|659918046|emb|CDP48645.1|	c292.a1.a1	gi|659918046|emb|CDP48645.1| Indole-3-glycerol phosphate synthase (TrpC) [Propionibacterium freudenreichii subsp. freudenreichii]	-1.03148167298683	0.836388760854809	0.255327080791257	-1.39381808384249	1.07871161029016	0.254872304893109	5
gi|659918052|emb|CDP48651.1|	b95.a1.a1	gi|659918052|emb|CDP48651.1| ABC transporter substrate-binding protein [Propionibacterium freudenreichii subsp. freudenreichii]	-0.502708588510304	-1.18113670483893	-0.948999850909003	0.845830306644169	0.629443487219708	1.15757135039436	2
gi|659918060|emb|CDP48659.1|	c153.a1.a1	gi|659918060|emb|CDP48659.1| pyrophosphate phosphofructokinase [Propionibacterium freudenreichii subsp. freudenreichii]	1.55140406086507	-0.542917321831766	0.67775905432782	-1.3006027731563	-0.384003416679429	-0.0016396035254104	3
gi|659918073|emb|CDP48672.1|	c246.a1.a1	gi|659918073|emb|CDP48672.1| Cobyric acid synthase CbiP/CobQ [Propionibacterium freudenreichii subsp. freudenreichii]	0.196540554557401	1.19438337786993	1.14867900933679	-0.880792271875507	-0.650890286380445	-1.00792038350819	1
gi|659918105|emb|CDP48704.1|	c498.a1.a1	gi|659918105|emb|CDP48704.1| Deoxyxylulose-5-phosphate synthase [Propionibacterium freudenreichii subsp. freudenreichii]	-1.06148576295015	-0.94348448673041	-0.708219269568588	0.906918297684326	0.785445757856041	1.02082546370878	6
gi|659918109|emb|CDP48708.1|	c100.a1.a1	gi|659918109|emb|CDP48708.1| Aconitase, Aconitate hydratase [Propionibacterium freudenreichii subsp. freudenreichii]	0.945256557728013	-0.868867832090743	0.284492632293366	-1.51546353479086	0.185205035529416	0.96937714133079	3
gi|659918118|emb|CDP48553.1|	c387.a1.a1	gi|659918118|emb|CDP48553.1| Hypothetical protein PFCIRM129_03805 [Propionibacterium freudenreichii subsp. freudenreichii]	-1.44743523781896	0.294268262627618	0.997257894431472	1.13423401156123	-0.317745596586453	-0.660579334214923	5
gi|659918126|emb|CDP48561.1|	b48.a1.a1	gi|659918126|emb|CDP48561.1| polar amino acid ABC transporter, binding protein component [Propionibacterium freudenreichii subsp. freudenreichii]	-0.439076820496601	-1.20762123279179	-0.998763861765085	0.781625936727615	0.973462364407039	0.890373613918822	2
gi|659918127|emb|CDP48562.1|	b66.a1.a1	gi|659918127|emb|CDP48562.1| polar amino acid ABC transporter, binding protein [Propionibacterium freudenreichii subsp. freudenreichii]	-0.57800304571287	-1.07770483292228	-1.03624883274752	0.936837293403476	0.9574562948886	0.797663123090589	2
gi|659918128|emb|CDP48563.1|	c372.a1.a1	gi|659918128|emb|CDP48563.1| polar amino acid ABC transporter, inner membrane component [Propionibacterium freudenreichii subsp. freudenreichii]	1.86992156806766	-0.381707677154744	0.2550362384952	-0.191068323331111	-0.615610667819426	-0.936571138257571	4
gi|659918129|emb|CDP48564.1|	c265.a1.a1	gi|659918129|emb|CDP48564.1| polar amino acid ABC transporter, ATP binding component [Propionibacterium freudenreichii subsp. freudenreichii]	1.60743520464974	-0.197579260504424	0.572351099571417	-0.346362961845469	-1.36178254053804	-0.274061541333236	4
gi|659918157|emb|CDP48502.1|	c472.a1.a1	gi|659918157|emb|CDP48502.1| transporter [Propionibacterium freudenreichii subsp. freudenreichii]	1.41571160414112	-0.888839663354083	0.607698173772336	0.30858029540554	-1.31312583034728	-0.13002457961763	4
gi|659918161|emb|CDP48506.1|	b21.a1.a1	gi|659918161|emb|CDP48506.1| Alanine dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]	1.77455544436868	-0.821415271304541	0.343975005614073	-0.979312821866479	-0.00340463443727408	-0.314397722374451	3
gi|659918162|emb|CDP48507.1|	c448.a1.a1	gi|659918162|emb|CDP48507.1| D-serine/D-alanine/glycine transporter [Propionibacterium freudenreichii subsp. freudenreichii]	-0.44366717986558	-1.26583581058805	-0.931761663656537	0.848130665702982	0.843421157176116	0.949712831231069	2
gi|659918163|emb|CDP48508.1|	b40.a1.a1	gi|659918163|emb|CDP48508.1| ErfK/YbiS/YcfS/YnhG precursor [Propionibacterium freudenreichii subsp. freudenreichii]	0.423043077264301	1.21504172080131	0.948171030767516	-0.959530416851275	-0.495665157961642	-1.13106025402022	1
gi|659918167|emb|CDP48512.1|	c380.a1.a1	gi|659918167|emb|CDP48512.1| Hypothetical transmembrane protein [Propionibacterium freudenreichii subsp. freudenreichii]	0.829475520526241	0.658784528428849	0.529668702391808	-0.252155582801426	0.110809670208874	-1.87658283875435	1
gi|659918176|emb|CDP48521.1|	c333.a1.a1	gi|659918176|emb|CDP48521.1| Glucose-1-phosphate thymidylyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]	0.871360000885359	0.929904456482358	0.934323931973599	-0.941600382178484	-0.836825589226329	-0.957162417936502	1
gi|659918179|emb|CDP48524.1|	c201.a1.a1	gi|659918179|emb|CDP48524.1| Glycosyl transferase, family 2 [Propionibacterium freudenreichii subsp. freudenreichii]	-1.22663118936019	-0.568351752905504	-0.846833506627868	1.14622483212522	0.640565415173932	0.855026201594409	6
gi|659918186|emb|CDP48531.1|	c447.a1.a1	gi|659918186|emb|CDP48531.1| DTDP-glucose 4,6-dehydratase [Propionibacterium freudenreichii subsp. freudenreichii]	-1.07665789855843	1.6405464946592	-0.0745624222760407	-0.433751253342307	-0.718501213487872	0.662926293005429	1
gi|659918188|emb|CDP48533.1|	b80.a1.a1	gi|659918188|emb|CDP48533.1| Glycosyltransferase, family 2 [Propionibacterium freudenreichii subsp. freudenreichii]	-0.693324315439937	-1.01106039053039	-0.863781662274445	1.43576247315982	0.721695275539005	0.410708619545955	6
gi|659918191|emb|CDP48536.1|	b89.a1.a1	gi|659918191|emb|CDP48536.1| Glycosyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]	-0.547062107193445	-1.08282130974515	-0.985079061260275	1.29698061330941	0.718755034179219	0.599226830710232	6
gi|659918198|emb|CDP48543.1|	b82.a1.a1	gi|659918198|emb|CDP48543.1| Acetate kinase [Propionibacterium freudenreichii subsp. freudenreichii]	0.946809014804171	0.674282036779399	0.875016923650193	-1.39115531665493	-0.963249078982254	-0.14170357959657	1
gi|659918199|emb|CDP48544.1|	c293.a1.a1	gi|659918199|emb|CDP48544.1| Phosphate acetyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]	0.215885775214001	-1.29180105745657	-1.2144278836052	0.769140046305513	0.585669574055036	0.935533545487218	2
gi|659918222|emb|CDP48405.1|	b20.a1.a1	gi|659918222|emb|CDP48405.1| Preprotein translocase SecA subunit [Propionibacterium freudenreichii subsp. freudenreichii]	-0.642579980672061	-0.146016232715933	-0.943436204815691	1.1230646838586	1.36018345057653	-0.751215716231492	6
gi|659918223|emb|CDP48406.1|	c165.a1.a1	gi|659918223|emb|CDP48406.1| ribosomal S30AE, sigma 54 modulation protein [Propionibacterium freudenreichii subsp. freudenreichii]	-1.47865270440889	-0.277155328189028	-0.713259791363209	1.08256584162967	0.911068459309748	0.475433523021705	6
gi|659918230|emb|CDP48413.1|	c275.a1.a1	gi|659918230|emb|CDP48413.1| Hypothetical protein PFCIRM129_03060 [Propionibacterium freudenreichii subsp. freudenreichii]	-0.205182471832533	1.45627221723842	1.02948683442612	-0.798608535241399	-0.884924991343778	-0.597043053246821	1
gi|659918231|emb|CDP48414.1|	c377.a1.a1	gi|659918231|emb|CDP48414.1| Cell division protein [Propionibacterium freudenreichii subsp. freudenreichii]	1.14238351816235	0.632584917642503	0.698693838083303	-0.200781580908472	-1.43919154346077	-0.833689149518916	1
gi|659918232|emb|CDP48415.1|	c211.a1.a1	gi|659918232|emb|CDP48415.1| ABC transporter, ATP-binding protein [Propionibacterium freudenreichii subsp. freudenreichii]	1.30346587618952	0.921461580194291	0.140116365590413	-0.352675791924851	-0.629979342315223	-1.38238868773414	1
gi|659918241|emb|CDP48424.1|	c382.a1.a1	gi|659918241|emb|CDP48424.1| Heat shock protein 20 2 (20 kDa chaperone 2) [Propionibacterium freudenreichii subsp. freudenreichii]	0.598404758049471	0.799081903319616	-1.90435402216416	-0.0342620195908497	0.609113967590779	-0.0679845872048512	2
gi|659918245|emb|CDP48428.1|	b55.a1.a1	gi|659918245|emb|CDP48428.1| pyruvate dehydrogenase E1 component (2-oxo-acid dehydrogenase E1 subunit, homodimeric type) [Propionibacterium freudenreichii subsp. freudenreichii]	1.19818770107803	-0.198689889915114	0.27848912412527	0.861074181865509	-0.612325795784486	-1.52673532136921	4
gi|659918246|emb|CDP48429.1|	b90.a1.a1	gi|659918246|emb|CDP48429.1| Aspartate transaminase (Aminotransferase) [Propionibacterium freudenreichii subsp. freudenreichii]	0.172354352840959	1.22978709026473	0.890018123573034	-0.00974813375551227	-0.966578357915623	-1.31583307500759	1
gi|659918250|emb|CDP48433.1|	c314.a1.a1	gi|659918250|emb|CDP48433.1| Acyl carrier protein (ACP) [Propionibacterium freudenreichii subsp. freudenreichii]	1.37626422849738	0.0619546838124631	0.843540364998649	-1.41044287213034	-0.539467664153475	-0.331848741024676	3
gi|659918258|emb|CDP48441.1|	b85.a1.a1	gi|659918258|emb|CDP48441.1| ATPases MoxR family [Propionibacterium freudenreichii subsp. freudenreichii]	0.948991795883077	0.909094450936814	0.872820848565322	-0.791862338934627	-0.923957208687848	-1.01508754776273	1
gi|659918266|emb|CDP48449.1|	c329.a1.a1	gi|659918266|emb|CDP48449.1| Succinate dehydrogenase, subunit B [Propionibacterium freudenreichii subsp. freudenreichii]	1.0847021580069	-1.20076026036567	-0.458293044643761	0.177184916063042	-0.816625855332147	1.21379208627164	2
gi|659918267|emb|CDP48450.1|	a6.a2.a1	gi|659918267|emb|CDP48450.1| Succinate dehydrogenase, subunit A [Propionibacterium freudenreichii subsp. freudenreichii]	1.21127273805414	-1.62674416763201	0.108742436044989	-0.237881073564529	-0.306404471286363	0.851014538383794	3
gi|659918268|emb|CDP48451.1|	c359.a1.a1	gi|659918268|emb|CDP48451.1| Succinate dehydrogenase subunit C [Propionibacterium freudenreichii subsp. freudenreichii]	0.352169743245676	-1.47736449646767	-0.953396261264301	0.953632152395447	0.214466728155417	0.910492133935429	2
gi|659918274|emb|CDP48457.1|	c114.a1.a1	gi|659918274|emb|CDP48457.1| ABC-transporter metal-binding lipoprotein [Propionibacterium freudenreichii subsp. freudenreichii]	-0.338817531780772	-0.990072279423082	-0.95364886432814	1.59322859248983	0.0133229860067779	0.675987097035417	2
gi|659918293|emb|CDP48366.1|	c148.a1.a1	gi|659918293|emb|CDP48366.1| D-3-phosphoglycerate dehydrogenase / erythronate 4-phosphate dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]	-1.3304483724539	-0.355965412492329	-0.719831871207071	0.159931317243009	1.25824186456604	0.98807247434424	5
gi|659918299|emb|CDP48372.1|	b27.a1.a1	gi|659918299|emb|CDP48372.1| binding protein of oligopeptide ABC transporter (OPN : undef : Oligopeptides) [Propionibacterium freudenreichii subsp. freudenreichii]	0.655753041406493	-1.48334901887988	-0.745766966897063	0.59241461392374	-0.210029360701317	1.19097769114806	2
gi|659918305|emb|CDP48378.1|	b71.a1.a1	gi|659918305|emb|CDP48378.1| Hypothetical secreted and membrane protein [Propionibacterium freudenreichii subsp. freudenreichii]	0.287674719999747	-1.28865240300321	-0.37500606042386	-0.820462958707145	0.974449019957505	1.22199768217697	2
gi|659918307|emb|CDP48380.1|	c231.a1.a1	gi|659918307|emb|CDP48380.1| Secreted protease with a PDZ domain [Propionibacterium freudenreichii subsp. freudenreichii]	-1.42014636567462	-0.0414842103070003	-0.657693233561699	-0.123685065713242	1.2165322445144	1.02647663074217	5
gi|659918317|emb|CDP48390.1|	c287.a1.a1	gi|659918317|emb|CDP48390.1| NUDIX hydrolase [Propionibacterium freudenreichii subsp. freudenreichii]	-0.953993265837853	1.0627410476885	-0.491576325859684	0.928464836282393	0.651282659028116	-1.19691895130149	5
gi|659918323|emb|CDP48396.1|	c343.a1.a1	gi|659918323|emb|CDP48396.1| Hypothetical protein PFCIRM129_02975 [Propionibacterium freudenreichii subsp. freudenreichii]	-0.680459263999566	1.02216855316078	-0.546622604547969	-0.815495682188046	1.5121276241644	-0.491718626589592	5
gi|659918327|emb|CDP48344.1|	c283.a1.a1	gi|659918327|emb|CDP48344.1| Transcription termination factor Rho [Propionibacterium freudenreichii subsp. freudenreichii]	0.0164254408298589	0.0964599813279826	0.0675927852536874	1.71278000214396	-0.586054402040212	-1.30720380751527	1
gi|659918335|emb|CDP48352.1|	b54.a1.a1	gi|659918335|emb|CDP48352.1| 2-oxoglutarate dehydrogenase, E1 and E2 components [Propionibacterium freudenreichii subsp. freudenreichii]	1.27045811426105	-1.5135444707631	0.294475273201535	-0.320167189961525	0.793849415490498	-0.525071142228474	3
gi|659918346|emb|CDP48363.1|	c311.a1.a1	gi|659918346|emb|CDP48363.1| Hypothetical protein PFCIRM129_02785 [Propionibacterium freudenreichii subsp. freudenreichii]	0.66826114451582	1.06667093147359	0.818632430733101	-0.690164678001302	-0.415451734493632	-1.44794809422758	1
gi|659918369|emb|CDP48289.1|	c263.a1.a1	gi|659918369|emb|CDP48289.1| Hypothetical protein PFCIRM129_00780 [Propionibacterium freudenreichii subsp. freudenreichii]	0.313345442281073	-1.36266283524578	-1.12965759313902	0.764412656207002	0.40395102141321	1.01061130848351	2
gi|659918370|emb|CDP48290.1|	c321.a1.a1	gi|659918370|emb|CDP48290.1| Sodium/glucose cotransporter (Na(+)/glucose symporter) 2.A.21.3.2 [Propionibacterium freudenreichii subsp. freudenreichii]	1.63744390203234	-1.02402096128266	0.519420600826009	-0.190332383426239	-0.981143174623774	0.0386320164743317	4
gi|659918386|emb|CDP48306.1|	c176.a1.a1	gi|659918386|emb|CDP48306.1| Hypothetical protein PFCIRM129_00865 [Propionibacterium freudenreichii subsp. freudenreichii]	1.44106078611656	-1.14321199722282	-0.370175434117199	0.397588148145862	-0.958999519655737	0.633738016733333	4
gi|659918404|emb|CDP48324.1|	c269.a1.a1	gi|659918404|emb|CDP48324.1| transferase [Propionibacterium freudenreichii subsp. freudenreichii]	0.319345171161771	1.32366032106694	0.82757620081374	-1.18349184195702	-0.984210865704748	-0.302878985380679	1
gi|659918413|emb|CDP48273.1|	b11.a1.a1	gi|659918413|emb|CDP48273.1| Surface layer protein B (S-layer protein B) [Propionibacterium freudenreichii subsp. freudenreichii]	1.49083962593469	0.21691570125404	0.466785428325876	-0.84723205230961	0.0122819637898152	-1.33959066699486	4
gi|659918414|emb|CDP48274.1|	c309.a1.a1	gi|659918414|emb|CDP48274.1| Surface protein of unknown function [Propionibacterium freudenreichii subsp. freudenreichii]	0.335676701514525	1.44764766475375	0.729403442202242	-0.630579907496129	-0.728075559662426	-1.15407234131196	1
gi|659918419|emb|CDP48279.1|	b87.a1.a1	gi|659918419|emb|CDP48279.1| Protein of unknown function [Propionibacterium freudenreichii subsp. freudenreichii]	-0.0124019189459433	0.222000804970995	0.247621053460602	-0.205095628220494	1.42561405060392	-1.67773836186912	1
gi|659918434|emb|CDP48266.1|	c270.a1.a1	gi|659918434|emb|CDP48266.1| Protein of unknown function [Propionibacterium freudenreichii subsp. freudenreichii]	1.29907182273182	0.530419549085187	0.784925614949406	-0.958040585463337	-1.07851411374984	-0.577862287553232	1
gi|659918446|emb|CDP48254.1|	c210.a1.a1	gi|659918446|emb|CDP48254.1| Nitric-oxide reductase subunit B (nitric-oxide reductase) [Propionibacterium freudenreichii subsp. freudenreichii]	1.64207720728075	-0.592817551415906	0.602729568124447	0.000903247398006658	-1.16024204672979	-0.492650424657492	4
gi|659918483|emb|CDP48243.1|	c184.a1.a1	gi|659918483|emb|CDP48243.1| Protein of unknown function [Propionibacterium freudenreichii subsp. freudenreichii]	0.551859643015869	1.14855574763293	0.441834197308936	0.130725311340944	-0.597619832496494	-1.6753550668022	1
gi|659918491|emb|CDP48201.1|	c228.a1.a1	gi|659918491|emb|CDP48201.1| peptidyl-prolyl cis-trans isomerase [Propionibacterium freudenreichii subsp. freudenreichii]	0.477031077381512	1.26311053534422	0.861597871464525	-1.11509844155428	-0.535779073143433	-0.950861969492546	1
gi|659918492|emb|CDP48202.1|	c437.a1.a1	gi|659918492|emb|CDP48202.1| Putative peptidyl-prolyl cis-trans isomerase,FKBP-type (Precursor) [Propionibacterium freudenreichii subsp. freudenreichii]	-0.733038432724979	-0.832593516210885	-1.12953084965978	0.974531664577425	0.681982959729823	1.03864817428842	6
gi|659918500|emb|CDP48210.1|	b42.a1.a1	gi|659918500|emb|CDP48210.1| CTP synthase (UTP--ammonia ligase) (CTP synthetase) [Propionibacterium freudenreichii subsp. freudenreichii]	-0.356088543284109	1.37232070218295	0.908607655999367	0.00390218674513338	-0.574287108788024	-1.35445489285532	1
gi|659918520|emb|CDP48168.1|	c221.a1.a1	gi|659918520|emb|CDP48168.1| Protein of unknown function [Propionibacterium freudenreichii subsp. freudenreichii]	0.618805259892644	-1.33050957161399	-0.681840880347837	1.23607422710131	-0.569970651582609	0.727441616550509	2
gi|659918550|emb|CDP48137.1|	c151.a1.a1	gi|659918550|emb|CDP48137.1| Aspartokinase (Aspartate kinase) [Propionibacterium freudenreichii subsp. freudenreichii]	-1.37980159574088	0.560593060782789	-0.0450819846553866	-0.864940656658333	1.38259629299704	0.346634883274774	5
gi|659918569|emb|CDP48156.1|	c368.a1.a1	gi|659918569|emb|CDP48156.1| Hypothetical secreted protein [Propionibacterium freudenreichii subsp. freudenreichii]	0.839685218476765	0.26903467778108	-0.545558580454195	-1.65933376817346	1.08228157175042	0.0138908806193794	3
gi|659918587|emb|CDP48089.1|	b81.a1.a1	gi|659918587|emb|CDP48089.1| dihydrolipoyllysine-residue (2-methylpropanoyl)transferase. Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (E2) (Dihydrolipoamide branched chain transacylase) [Propionibacterium freudenreichii subsp. freudenreichii]	-0.969742638079826	-0.684198591558565	-0.893634976032101	1.06428171885863	1.27085003459824	0.212444452213631	6
gi|659918588|emb|CDP48090.1|	b68.a1.a1	gi|659918588|emb|CDP48090.1| 2-oxoisovalerate dehydrogenase subunit beta (Branched-chain alpha-keto acid dehydrogenase E1 component beta chain) (BCKDH E1-beta) Pyruvate dehydrogenase E1 component subunit beta [Propionibacterium freudenreichii subsp. freudenreichii]	-1.0495793926138	-0.601638084513416	-0.961673761414953	1.2452018187751	0.93462703234395	0.433062387423111	6
gi|659918589|emb|CDP48091.1|	b52.a1.a1	gi|659918589|emb|CDP48091.1| 2-oxoisovalerate dehydrogenase subunit alpha (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain) (BCKDH E1-alpha) [Propionibacterium freudenreichii subsp. freudenreichii]	-0.757177418563232	-0.987685361877252	-0.78836820398347	1.33780724372966	1.00106554667593	0.194358194018374	6
gi|659918621|emb|CDP48123.1|	b91.a1.a1	gi|659918621|emb|CDP48123.1| Dihydroorotate dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]	1.7100291132579	-1.33719396512693	0.286722552348601	-0.417208656089631	-0.0889773403406172	-0.153371704049328	3
gi|659918622|emb|CDP48124.1|	a1.a1.a1	gi|659918622|emb|CDP48124.1| Pyruvate synthase/Pyruvate-flavodoxin oxidoreductase [Propionibacterium freudenreichii subsp. freudenreichii]	0.590739780753604	1.03280994754392	0.990496922860801	-1.09229993020823	-1.11602846081763	-0.405718260132453	1
gi|659918623|emb|CDP48125.1|	b39.a1.a1	gi|659918623|emb|CDP48125.1| FAD-dependent pyridine nucleotide-disulphide oxidoreductase:4Fe-4S ferredoxin, iron-sulfur binding:Aromatic-ring hydroxylase [Propionibacterium freudenreichii subsp. freudenreichii]	0.0543437395212769	0.410709191147183	0.165521685201214	-1.52752095827979	-0.567743006939341	1.46468934934945	3
gi|659918631|emb|CDP48034.1|	b24.a1.a1	gi|659918631|emb|CDP48034.1| cell-wall peptidases, NlpC/P60 family secreted protein [Propionibacterium freudenreichii subsp. freudenreichii]	0.226716566747592	1.24889085863201	1.05395282326916	-1.10790126473209	-0.569315672420946	-0.852343311495705	1
gi|659918637|emb|CDP48040.1|	c436.a1.a1	gi|659918637|emb|CDP48040.1| Hypothetical protein PFCIRM129_08715 [Propionibacterium freudenreichii subsp. freudenreichii]	-0.562178371368738	-0.819719994091956	-1.24094501447718	1.1834097892241	0.586249906529911	0.853183684183856	6
gi|659918653|emb|CDP48056.1|	c305.a1.a1	gi|659918653|emb|CDP48056.1| Cobalt transport protein CbiM [Propionibacterium freudenreichii subsp. freudenreichii]	-0.110628816456003	-1.05152026727723	-1.30423251731446	0.72567696624606	0.606334741182564	1.13436989361907	2
gi|659918654|emb|CDP48057.1|	c140.a1.a1	gi|659918654|emb|CDP48057.1| Cobalt transport protein CbiN [Propionibacterium freudenreichii subsp. freudenreichii]	1.79032642027379	-0.927070140665046	0.188668404790694	-0.580228521615282	-0.711117859466674	0.23942169668253	3
gi|659918679|emb|CDP48082.1|	b13.a1.a1	gi|659918679|emb|CDP48082.1| Carboxylic ester hydrolase [Propionibacterium freudenreichii subsp. freudenreichii]	-0.800378017379052	0.718052509102089	-0.0210868119426328	-1.56096701368378	0.728137592345985	0.936241741557388	5
gi|659918681|emb|CDP48084.1|	a4.a1.a1	gi|659918681|emb|CDP48084.1| FAD linked oxidase domain protein [Propionibacterium freudenreichii subsp. freudenreichii]	-0.608543896629457	-1.15185490064852	-0.828054702798054	0.74058152843276	0.498816231603539	1.34905574003971	2
gi|659918688|emb|CDP47962.1|	b92.a1.a1	gi|659918688|emb|CDP47962.1| Elongation factor G (EF-G) [Propionibacterium freudenreichii subsp. freudenreichii]	0.266308045589324	-0.550902669107492	0.973260223899149	-1.68509757724139	0.911954204891201	0.0844777719691784	3
gi|659918689|emb|CDP47963.1|	c224.a1.a1	gi|659918689|emb|CDP47963.1| 30S ribosomal protein S7 [Propionibacterium freudenreichii subsp. freudenreichii]	-0.940953223090087	-0.782361584886895	-0.993669727780459	0.718254427273484	1.0292599448108	0.969470163673159	6
gi|659918691|emb|CDP47965.1|	a5.a1.a1	gi|659918691|emb|CDP47965.1| DNA-directed RNA polymerase beta chain (RNAP beta subunit) (Transcriptase beta chain) (RNA polymerase beta subunit) [Propionibacterium freudenreichii subsp. freudenreichii]	-0.822192714612744	-0.372945082595882	-0.629293807195134	1.83382613344917	0.456788376273411	-0.466182905318842	6
gi|659918692|emb|CDP47966.1|	a7.a1.a1	gi|659918692|emb|CDP47966.1| DNA-directed RNA polymerase beta chain (RNAP beta subunit) (Transcriptase beta chain) (RNA polymerase subunit beta) [Propionibacterium freudenreichii subsp. freudenreichii]	-1.04700466090702	-0.462241195932736	-0.616492011139696	1.60435178643584	-0.287114196935492	0.808500278479117	6
gi|659918695|emb|CDP47969.1|	c141.a1.a1	gi|659918695|emb|CDP47969.1| 50S ribosomal protein L10 [Propionibacterium freudenreichii subsp. freudenreichii]	-1.20938124917046	-0.372567683166213	-1.03515996454081	0.75092473489268	1.03755389873415	0.828630263250651	6
gi|659918698|emb|CDP47972.1|	c103.a1.a1	gi|659918698|emb|CDP47972.1| 50S ribosomal protein L1 [Propionibacterium freudenreichii subsp. freudenreichii]	-1.38885050897451	-0.0892946939275193	-0.780681706777664	0.0470071205496768	1.15774489666013	1.05407489246988	5
gi|659918701|emb|CDP47975.1|	c442.a1.a1	gi|659918701|emb|CDP47975.1| SecE/Sec61-gamma subunit of protein translocation complex [Propionibacterium freudenreichii subsp. freudenreichii]	1.0604271457777	0.509716440817813	0.808624805726076	-0.0842897615497733	-1.54872934302413	-0.745749287747682	1
gi|659918703|emb|CDP47977.1|	c144.a1.a1	gi|659918703|emb|CDP47977.1| Hypothetical protein PFCIRM129_08360 [Propionibacterium freudenreichii subsp. freudenreichii]	-0.78505433954124	0.336956176849539	-1.07122153444321	1.50874493641059	0.655774677343725	-0.645199916619405	6
gi|659918709|emb|CDP47983.1|	c145.a1.a1	gi|659918709|emb|CDP47983.1| Peroxiredoxin/Alkyl hydroperoxide reductase subunit C /Thioredoxin peroxidase/Alkyl hydroperoxide reductase protein C22/General stress protein 22 [Propionibacterium freudenreichii subsp. freudenreichii]	1.72488717570665	-0.062699135713507	0.269876957792741	-1.11911626855265	0.0208050734539904	-0.83375380268723	3
gi|659918711|emb|CDP47985.1|	c474.a1.a1	gi|659918711|emb|CDP47985.1| Exodeoxyribonuclease III/exonuclease III [Propionibacterium freudenreichii subsp. freudenreichii]	0.688606725826469	-0.89894542094154	-0.68899811495164	1.70738238597744	-0.37779239921043	-0.430253176700295	2
gi|659918719|emb|CDP47993.1|	c132.a1.a1	gi|659918719|emb|CDP47993.1| Heptaprenyl diphosphate synthase component II [Propionibacterium freudenreichii subsp. freudenreichii]	-1.10971033263026	-0.601032870220434	-0.799537895268198	0.217384471287499	1.36103878568086	0.931857841150533	5
gi|659918721|emb|CDP47995.1|	c197.a1.a1	gi|659918721|emb|CDP47995.1| NADH dehydrogenase I chain M [Propionibacterium freudenreichii subsp. freudenreichii]	1.48308759531503	-0.337265345817469	0.721226092314842	-1.09659577053307	-0.962814083576524	0.192361512297187	3
gi|659918724|emb|CDP47998.1|	c367.a1.a1	gi|659918724|emb|CDP47998.1| NADH-quinone oxidoreductase chain J (NADH dehydrogenase I, chain J) [Propionibacterium freudenreichii subsp. freudenreichii]	1.42723456717398	-1.44341745551905	-0.225690345078667	-0.647392779732607	0.528588277935806	0.360677735220539	3
gi|659918725|emb|CDP47999.1|	c397.a1.a1	gi|659918725|emb|CDP47999.1| NADH-quinone oxidoreductase subunit I (NADH dehydrogenase I subunit I) (NDH-1 subunit I) [Propionibacterium freudenreichii subsp. freudenreichii]	0.418969369088718	-0.850937404855653	-1.61666847936752	0.44581929002853	0.759654207439317	0.843163017666601	2
gi|659918726|emb|CDP48000.1|	c199.a1.a1	gi|659918726|emb|CDP48000.1| NADH-quinone oxidoreductase subunit H (NADH dehydrogenase I subunit H) [Propionibacterium freudenreichii subsp. freudenreichii]	1.61963557405805	-0.867012377037698	0.310677627069742	-1.1807525637558	-0.193737478948973	0.311189218614667	3
gi|659918727|emb|CDP48001.1|	b12.a1.a1	gi|659918727|emb|CDP48001.1| NADH-quinone oxidoreductase chain G (NADH dehydrogenase I, chain G) [Propionibacterium freudenreichii subsp. freudenreichii]	1.50667588713754	-0.272896781815405	0.719333062422928	-1.32928994779407	-0.0149041937768188	-0.608918026174157	3
